Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
1117.87,1.9,0.17,0.17,16.94,7.6,8.32,4752.04
1116.72,2.08,0.03,0.1,21.39,7.02,4.52,4949.14
812.74,1.12,0.04,0.11,15.36,7.43,2.69,4559.15
1926.34,5.11,0.13,0.02,16.1,7.7,6.92,601.34
1647.35,5.14,0.13,0.18,15.31,7.68,9.92,2875.95
745.68,2.39,0.08,0.17,10.92,7.18,5.29,4440.49
1044.19,3.02,0.04,0.02,15.6,7.16,5.72,4316.1
1411.63,6.67,0.14,0.01,22.81,7.56,6.14,3973.94
823.82,1.25,0.19,0.18,16.54,7.33,4.04,4372.88
414.51,1.17,0.18,0.16,26.25,7.7,9.08,2727.85
647.34,6.14,0.04,0.15,14.44,7.45,9.49,4054.06
1366.11,6.98,0.08,0.04,24.57,7.86,4.01,3950.74
1386.52,5.44,0.04,0.09,17.88,7.21,7.43,4353.56
125.64,3.43,0.17,0.02,27.92,7.89,3.77,1143.16
1173.29,1.02,0.16,0.13,20.34,7.1,9.44,4673.01
361.43,1.94,0.17,0.08,16.44,7.22,4.11,2386.16
838.02,5.77,0.09,0.14,15.98,7.17,9.57,4527.83
1336.63,2.65,0.18,0.08,20.72,7.88,6.79,4741.97
1569.08,7.62,0.18,0.15,27.76,7.26,6.33,3644.82
788.59,1.29,0.04,0.04,11.25,7.01,7.13,4771.03
1326.75,1.21,0.15,0.01,20.06,7.23,8.98,4196.26
414.41,6.32,0.1,0.16,16.18,7.37,5.75,2599.1
725.83,4.48,0.2,0.02,25.27,7.4,4.59,4390.68
1642.33,7.46,0.03,0.02,17.5,7.93,4.53,2796.61
549.26,3.08,0.04,0.15,11.58,7.33,2.83,3256.09
677.56,6.29,0.2,0.08,18.11,7.37,2.27,4416.97
1539.93,4.93,0.04,0.13,11.9,7.05,5.5,3461.81
1818.66,4.9,0.2,0.03,10.59,7.77,8.18,1733.78
1428.88,4.93,0.18,0.07,15.63,7.21,4.85,3721.95
553.35,5.76,0.18,0.02,12.98,7.01,7.97,4092.95
532.82,6.61,0.07,0.06,17.46,7.88,7.78,3758.65
1226.4,7.26,0.08,0.04,29.09,7.53,9.7,4176.08
1196.08,7.39,0.05,0.12,26.82,7.93,6.83,4637.87
973.64,6.43,0.03,0.13,12.11,7.86,6.72,4489.9
498.08,6.29,0.19,0.06,26.3,7.69,9.25,3389.95
1730.57,1.44,0.06,0.01,18.86,7.82,9.31,2554.66
1769.37,1.37,0.01,0.07,26.39,7.49,3.93,2111.89
695.5,4.01,0.12,0.19,25.8,7.36,9.29,4410.85
1506.97,6.91,0.07,0.13,14.08,7.17,8.05,4005.65
587.57,1.07,0.13,0.03,23.95,7.71,7.21,3322.46
530.12,1.65,0.13,0.14,19.28,7.45,4.48,3445.87
491.69,1.21,0.01,0.11,24.82,7.62,7.51,3123.41
1303.51,6.06,0.14,0.13,25.42,7.76,4.62,4431.1
288.5,5.64,0.16,0.19,10.67,7.25,9.81,1547.04
412.24,4.23,0.13,0.06,20.32,7.8,8.35,2866.32
579.11,2.8,0.1,0.13,19.43,7.99,5.99,4059.31
315.0,4.94,0.07,0.09,18.21,7.06,7.09,2112.39
468.35,5.92,0.19,0.05,20.18,7.63,5.71,2777.41
125.04,6.76,0.1,0.02,14.35,7.49,7.01,212.33
1499.4,2.97,0.08,0.19,23.19,7.35,9.74,4009.14
1131.46,1.47,0.02,0.19,12.57,7.7,5.33,4979.55
1676.38,4.55,0.04,0.08,22.07,7.67,5.4,3114.93
831.53,3.37,0.15,0.13,15.58,7.9,4.54,4878.54
1563.54,2.17,0.14,0.19,15.17,7.55,6.96,3330.71
1259.0,4.58,0.11,0.15,24.9,7.61,5.46,4029.08
546.86,1.68,0.01,0.12,27.26,7.54,3.36,3511.9
1033.86,2.86,0.1,0.09,14.41,7.93,3.51,5165.37
149.59,4.93,0.05,0.06,11.75,7.42,2.9,1214.94
801.9,2.67,0.02,0.11,25.92,7.35,3.79,4786.42
810.44,7.91,0.14,0.07,29.24,7.39,8.01,4281.59
1817.37,4.05,0.05,0.05,23.9,7.39,4.46,1410.96
1218.07,4.42,0.11,0.05,24.01,7.91,2.41,4699.69
906.61,7.66,0.03,0.09,21.52,7.89,5.65,4602.2
1023.9,6.24,0.1,0.17,25.22,7.64,2.55,4938.24
604.69,4.74,0.05,0.12,24.26,7.76,5.2,3949.73
1711.43,6.38,0.12,0.18,15.38,7.62,2.94,2143.35
178.18,7.65,0.07,0.03,18.71,7.25,7.63,816.62
1620.09,4.2,0.04,0.13,14.72,7.19,5.39,2814.03
997.0,2.66,0.17,0.08,22.56,7.54,7.87,5115.09
223.41,5.92,0.04,0.16,13.2,7.93,6.49,1631.65
997.46,3.11,0.15,0.19,22.39,7.69,8.94,4288.92
1943.35,6.13,0.14,0.17,21.84,7.64,3.54,919.85
901.33,2.26,0.01,0.04,27.43,7.57,4.75,4680.43
798.67,2.23,0.16,0.07,25.87,7.12,7.5,4665.92
133.57,1.81,0.1,0.08,20.81,7.39,3.8,799.07
1999.34,2.67,0.1,0.15,29.43,7.73,4.77,353.56
131.66,2.32,0.05,0.17,19.29,7.75,8.19,976.95
107.34,3.98,0.13,0.12,19.2,7.43,4.68,204.6
218.61,5.02,0.06,0.17,22.67,7.15,4.6,1622.36
493.66,3.53,0.08,0.11,27.72,7.74,6.93,3609.57
1262.02,1.17,0.14,0.05,25.72,7.07,6.73,4942.76
1522.48,6.46,0.11,0.11,29.58,7.14,8.71,3293.2
1694.99,4.96,0.03,0.07,23.66,7.83,9.66,2412.43
403.59,4.19,0.2,0.03,12.26,7.53,3.98,2867.89
579.26,5.6,0.03,0.01,24.86,7.7,9.65,3519.27
1796.03,5.17,0.12,0.02,12.14,7.6,4.42,1826.26
1867.26,6.59,0.11,0.11,25.72,7.95,3.4,737.63
386.39,7.0,0.13,0.1,14.15,7.64,3.14,2708.21
1644.87,4.68,0.16,0.04,13.84,7.32,4.08,2965.63
670.69,4.15,0.06,0.1,26.83,7.33,2.4,3666.67
1560.49,2.72,0.08,0.03,19.49,7.53,2.38,3570.98
1997.17,6.55,0.09,0.08,24.34,7.75,5.08,0.0
387.58,6.4,0.12,0.13,23.07,7.25,5.07,2261.77
854.5,6.8,0.16,0.05,11.7,7.96,5.84,4519.43
1552.09,6.29,0.12,0.07,24.11,7.38,6.53,3354.95
431.27,2.93,0.17,0.02,13.38,7.99,7.84,3318.85
1916.64,3.88,0.12,0.15,24.82,7.06,2.44,309.07
1223.03,2.1,0.01,0.09,29.52,7.58,2.56,4501.84
553.08,4.3,0.2,0.15,27.03,7.89,4.17,3533.42
1518.19,5.58,0.1,0.07,24.53,7.04,9.14,3104.4
1964.73,6.26,0.09,0.06,10.99,7.11,3.78,0.0
1081.77,1.22,0.08,0.08,29.88,7.78,5.54,4959.63
907.41,6.21,0.19,0.15,24.61,7.35,7.43,4800.41
1350.27,6.11,0.18,0.02,16.41,7.23,3.38,3752.37
1452.22,6.41,0.19,0.19,10.52,7.89,9.05,3384.21
209.62,5.59,0.15,0.13,15.78,7.22,4.17,1504.94
1194.84,1.86,0.06,0.17,11.15,7.37,7.18,4566.62
718.19,3.26,0.11,0.04,25.23,7.15,9.25,4354.61
223.03,6.3,0.15,0.07,15.61,7.04,6.66,1083.43
1523.65,3.54,0.1,0.15,28.94,7.53,4.89,3836.81
362.6,4.53,0.05,0.1,29.87,7.91,3.28,2859.28
959.48,4.38,0.17,0.05,27.64,7.99,9.89,4401.02
1637.24,1.45,0.16,0.02,27.76,7.05,4.32,3096.04
965.86,4.39,0.13,0.06,19.77,7.39,9.63,4865.79
1156.2,4.69,0.13,0.19,18.23,7.01,2.36,4953.72
689.93,5.11,0.18,0.14,24.4,7.09,4.34,4521.62
1464.21,1.42,0.08,0.12,29.26,7.57,3.69,3855.89
661.16,7.29,0.15,0.16,25.28,7.66,9.15,3824.9
1876.81,5.67,0.03,0.03,12.47,7.12,4.14,1540.86
397.41,6.14,0.14,0.08,28.93,7.47,5.91,2481.56
1699.33,5.69,0.11,0.13,21.51,7.02,5.12,2801.78
1638.55,5.78,0.04,0.09,21.41,7.91,9.5,2524.12
1408.28,6.46,0.13,0.18,10.46,7.49,6.31,4449.41
716.27,3.62,0.08,0.19,13.17,7.54,6.65,4053.43
1335.9,4.5,0.08,0.16,16.32,7.83,7.09,4769.52
1410.02,3.11,0.04,0.17,16.81,7.07,5.81,3778.56
1843.62,7.76,0.08,0.09,22.99,7.12,8.79,1007.08
734.45,4.79,0.04,0.14,17.27,7.09,5.31,4676.65
1036.55,3.58,0.15,0.07,17.56,7.66,9.05,5114.97
1297.06,7.77,0.06,0.12,22.02,7.16,9.79,4475.48
1987.75,3.75,0.04,0.18,11.59,7.73,2.25,561.25
1178.2,1.19,0.01,0.09,16.93,7.52,6.56,4909.62
1614.45,7.25,0.19,0.04,21.45,7.5,4.73,3181.54
557.01,1.78,0.17,0.09,15.54,7.98,7.65,4086.94
1527.28,2.17,0.01,0.14,13.93,7.47,4.04,3089.75
741.13,5.64,0.08,0.03,13.55,7.43,5.32,4525.37
690.57,1.99,0.2,0.02,23.11,7.92,7.82,3738.22
857.1,4.86,0.17,0.18,22.0,7.06,5.26,4891.79
492.72,2.25,0.03,0.19,11.44,7.27,6.66,3000.24
1232.23,2.04,0.12,0.03,27.59,7.29,7.07,4117.89
1197.79,7.59,0.13,0.07,20.29,7.75,5.68,5089.72
1773.51,5.3,0.12,0.19,14.86,7.7,5.4,1593.28
126.28,4.39,0.06,0.2,23.23,7.45,9.42,999.49
1555.69,2.5,0.01,0.14,23.49,7.59,9.25,3602.45
1964.66,6.9,0.07,0.06,22.09,7.06,3.64,0.0
968.65,5.73,0.2,0.01,21.81,7.73,9.38,4338.3
146.27,2.74,0.1,0.18,24.82,7.98,8.45,869.93
1360.6,5.29,0.1,0.04,27.71,7.0,4.2,4177.17
1396.29,6.98,0.15,0.12,29.44,7.08,5.21,3637.75
577.39,7.43,0.2,0.16,17.46,7.98,6.35,4184.84
1574.91,5.51,0.11,0.02,17.48,7.9,9.08,3109.8
46.52,1.63,0.04,0.16,16.93,7.04,2.61,0.0
771.61,1.95,0.13,0.15,19.97,7.07,9.53,4324.7
359.92,4.32,0.11,0.14,24.45,7.27,8.55,2372.86
377.32,4.98,0.19,0.14,26.72,7.93,6.46,2771.57
1678.04,2.44,0.12,0.18,11.95,7.78,8.72,2634.46
48.02,3.32,0.06,0.07,16.39,7.16,5.22,122.27
391.13,3.94,0.1,0.1,17.65,7.34,8.89,2608.04
223.74,4.4,0.19,0.06,17.6,7.26,4.08,1898.14
942.98,5.22,0.07,0.12,22.89,7.34,5.71,4440.14
563.16,2.21,0.18,0.13,14.23,7.85,6.64,3538.31
906.23,2.11,0.02,0.07,25.42,7.38,3.4,4795.0
1865.9,3.01,0.08,0.09,29.9,7.39,6.89,1329.21
906.8,3.18,0.16,0.11,18.95,7.81,3.73,4337.71
1434.38,3.26,0.1,0.04,17.22,7.03,2.25,4287.36
413.58,2.21,0.17,0.18,13.45,7.25,2.61,2885.8
921.95,3.64,0.01,0.16,12.06,7.59,2.96,4374.69
494.12,3.75,0.12,0.12,23.25,7.78,3.59,3761.61
911.86,4.12,0.03,0.11,17.4,7.76,9.43,4498.32
1687.22,4.3,0.16,0.05,13.07,7.41,5.97,2765.13
119.35,7.57,0.13,0.08,13.52,7.42,5.79,490.15
643.66,6.81,0.12,0.06,14.49,7.85,4.4,4100.64
1004.56,5.86,0.08,0.13,22.07,7.74,7.65,4445.14
1137.11,5.55,0.1,0.03,22.31,7.75,6.81,4496.58
1420.36,6.23,0.11,0.14,19.32,7.19,7.75,4120.79
319.12,6.27,0.12,0.19,12.17,7.99,2.82,2172.78
77.81,2.22,0.17,0.1,14.89,7.86,2.92,540.79
604.15,1.22,0.03,0.05,26.72,7.53,4.8,4302.53
1848.9,1.07,0.17,0.15,26.56,7.15,9.33,1769.51
1444.87,4.93,0.03,0.08,29.83,7.25,3.67,3940.67
1276.04,7.4,0.12,0.01,22.87,7.6,2.41,4409.88
919.46,3.08,0.19,0.15,23.37,7.55,4.2,4460.2
1480.75,4.57,0.06,0.01,19.01,7.24,6.63,4066.27
1663.64,3.68,0.14,0.07,19.25,7.06,5.03,2595.36
1552.23,2.77,0.19,0.12,21.95,7.49,7.24,2964.96
1190.04,1.73,0.18,0.01,29.78,7.48,4.15,4677.51
1185.56,2.62,0.17,0.18,28.88,7.03,2.33,4662.34
1630.04,1.81,0.17,0.19,28.76,7.76,6.43,3422.19
1725.22,2.1,0.07,0.12,15.6,7.28,7.59,2359.12
629.86,2.24,0.12,0.04,21.19,7.62,4.5,4461.2
1978.65,6.64,0.1,0.01,15.91,7.41,7.11,142.29
136.72,1.08,0.12,0.09,17.66,7.58,5.77,1271.98
207.08,6.42,0.06,0.15,19.41,7.63,5.44,1514.6
970.99,5.68,0.18,0.13,29.69,7.56,7.21,4578.54
1320.5,4.84,0.01,0.01,21.41,7.77,6.94,4699.62
324.17,1.33,0.07,0.16,15.03,7.89,5.4,1891.61
1434.86,7.57,0.12,0.12,21.06,7.36,5.05,4190.63
631.84,2.97,0.08,0.14,23.41,7.79,6.74,4452.09
1064.41,4.64,0.12,0.11,12.94,7.91,4.66,4825.83
396.11,1.46,0.17,0.03,15.58,7.11,9.26,2741.43
781.98,1.95,0.06,0.09,26.65,7.17,5.42,4360.14
477.29,5.73,0.1,0.08,15.2,7.15,8.55,3606.49
1068.58,6.61,0.19,0.05,18.87,7.18,8.88,4322.0
1668.43,7.92,0.01,0.18,29.3,7.82,8.41,2779.92
792.91,1.96,0.09,0.01,12.36,7.02,8.79,4851.21
170.79,6.85,0.14,0.15,26.11,7.81,9.73,820.66
269.75,4.17,0.11,0.08,17.17,7.71,9.44,2369.86
806.26,4.26,0.05,0.04,26.34,7.75,2.48,4444.69
533.21,4.29,0.06,0.07,16.63,7.32,4.9,3167.86
1259.18,4.77,0.04,0.18,13.7,7.71,5.06,4954.11
46.47,3.5,0.14,0.19,11.49,7.29,4.63,0.0
506.4,4.6,0.08,0.14,18.83,7.6,6.31,3487.35
1012.44,5.99,0.03,0.04,18.55,7.88,5.1,4912.47
1502.79,3.58,0.06,0.13,10.48,7.08,9.06,3160.49
1634.67,1.64,0.12,0.13,28.92,7.51,3.18,3098.58
1257.96,3.73,0.18,0.17,18.1,7.3,2.7,4787.32
1667.51,5.63,0.14,0.14,29.43,7.59,8.86,2874.85
1261.43,7.08,0.08,0.05,27.73,7.8,8.65,4481.79
1353.09,1.76,0.05,0.02,12.58,7.38,5.59,4197.27
372.02,6.61,0.09,0.04,16.19,7.54,9.74,2485.72
1342.53,6.96,0.06,0.1,24.32,7.52,4.61,3918.61
1864.65,4.48,0.17,0.03,19.84,7.87,3.18,1188.06
1922.37,1.42,0.09,0.05,18.89,7.87,6.02,297.38
226.88,3.06,0.15,0.17,22.1,7.46,8.56,1146.59
611.18,1.85,0.17,0.07,22.24,7.37,3.33,3498.79
1432.1,1.36,0.1,0.07,10.35,7.65,4.74,3434.57
464.95,5.3,0.15,0.12,22.46,7.55,8.1,3296.91
1917.9,8.0,0.16,0.05,16.19,7.86,7.85,554.61
1134.78,6.05,0.02,0.02,14.53,7.56,5.19,4307.89
1297.73,2.09,0.01,0.2,21.43,7.38,2.27,4066.49
1695.9,4.93,0.06,0.19,23.62,7.05,2.23,2589.79
811.48,4.23,0.09,0.13,14.06,7.07,6.08,4528.8
1247.45,2.84,0.05,0.02,29.12,7.01,9.68,4179.7
1999.23,4.23,0.08,0.12,11.25,7.28,7.43,289.9
1085.41,3.84,0.19,0.18,15.15,7.36,2.63,4971.06
1182.83,2.43,0.12,0.02,21.12,7.4,5.41,4544.56
801.42,6.79,0.15,0.13,12.03,7.77,6.33,4915.29
131.82,5.2,0.15,0.03,17.48,7.05,8.6,1031.52
1392.03,1.33,0.11,0.12,13.79,7.87,4.07,3715.12
1070.73,3.4,0.13,0.02,24.88,7.99,7.97,4448.85
768.81,6.9,0.09,0.03,23.0,7.15,3.04,4367.92
730.89,3.6,0.14,0.13,18.05,7.57,2.91,4007.16
1247.41,6.12,0.01,0.09,25.73,7.21,2.49,4110.52
1801.98,5.26,0.15,0.12,24.44,7.8,8.89,1923.38
614.38,5.69,0.08,0.04,10.89,7.68,9.97,3628.74
1372.74,2.44,0.17,0.11,11.58,7.98,4.08,3704.61
264.34,4.78,0.18,0.04,15.39,7.0,2.89,1741.95
180.27,3.46,0.16,0.16,14.64,7.86,3.42,1101.76
313.07,4.32,0.09,0.15,13.9,7.18,8.36,2222.5
1810.92,2.06,0.11,0.18,20.84,7.47,5.4,1601.68
1229.12,2.01,0.13,0.14,23.6,7.6,3.26,4392.16
1127.08,2.13,0.16,0.16,26.15,7.74,3.14,4541.28
1151.21,6.34,0.17,0.01,27.71,7.3,7.14,4625.18
629.26,3.48,0.19,0.17,28.0,7.53,7.19,4099.56
105.81,5.88,0.09,0.14,24.44,7.18,5.39,570.4
1741.29,5.64,0.19,0.14,28.94,7.62,7.29,2180.36
410.35,7.51,0.18,0.1,13.86,7.07,3.36,2623.8
1619.68,7.86,0.01,0.12,14.07,7.87,9.39,2689.78
569.68,6.51,0.04,0.04,10.61,7.96,2.05,3313.19
1510.34,2.17,0.13,0.08,25.26,7.91,8.84,3472.58
761.6,6.87,0.2,0.04,18.94,7.18,3.54,3923.12
1581.93,3.11,0.02,0.12,18.28,7.38,8.19,3539.33
267.08,5.14,0.13,0.08,17.76,7.06,7.54,1933.71
926.09,6.55,0.12,0.19,23.31,7.1,4.49,4708.13
614.87,2.54,0.07,0.07,11.59,7.91,8.79,3763.93
1647.33,2.89,0.03,0.1,16.61,7.96,3.93,3298.55
177.92,2.2,0.17,0.16,25.63,7.77,2.49,1504.74
1519.97,1.76,0.06,0.04,14.18,7.97,2.44,3600.51
2004.65,3.62,0.12,0.16,22.15,7.3,4.07,0.0
1172.57,5.52,0.09,0.18,13.61,7.71,4.21,5119.48
438.65,5.36,0.03,0.09,20.54,7.0,6.15,2659.26
96.02,4.82,0.08,0.16,27.79,7.7,6.99,673.5
1142.1,5.67,0.01,0.07,21.24,7.75,7.0,5028.76
1952.21,4.6,0.16,0.03,28.6,7.98,6.32,103.67
118.06,1.95,0.18,0.16,24.58,7.49,7.84,1055.57
1824.77,3.16,0.01,0.1,19.48,7.73,4.15,1560.92
1489.41,3.83,0.15,0.02,23.93,7.8,5.71,3846.1
694.91,1.79,0.11,0.17,10.31,7.37,9.23,4043.48
362.52,5.53,0.2,0.18,18.39,7.13,8.85,2905.93
359.37,7.0,0.08,0.06,21.24,7.8,7.18,2079.17
803.15,6.39,0.17,0.16,16.48,7.09,9.89,4040.74
786.64,4.42,0.12,0.15,14.28,7.48,5.66,4492.32
48.88,3.2,0.13,0.13,28.25,7.34,6.94,0.0
1975.82,6.44,0.02,0.07,28.38,7.98,4.71,557.78
411.84,1.15,0.13,0.12,14.61,7.16,6.96,2630.75
1612.67,4.39,0.17,0.17,18.62,7.52,3.83,3468.37
1557.02,4.36,0.15,0.03,14.89,7.57,7.7,3362.62
324.71,7.55,0.14,0.07,10.78,7.65,4.71,2734.5
403.88,4.58,0.15,0.14,18.57,7.69,4.9,2389.05
1755.82,1.76,0.11,0.17,28.6,7.02,8.23,1957.44
1347.9,7.54,0.16,0.05,23.31,7.8,4.37,4583.77
217.22,5.53,0.11,0.1,20.47,7.7,5.6,1411.19
61.5,6.34,0.04,0.05,22.64,7.19,8.53,265.71
425.12,8.0,0.14,0.18,24.68,7.81,2.5,3349.71
1622.73,4.29,0.11,0.2,22.01,7.42,4.6,3031.82
779.83,5.83,0.08,0.13,26.05,7.15,9.88,4276.58
1287.84,4.81,0.13,0.13,21.01,7.34,8.7,4671.65
1433.14,5.87,0.19,0.02,24.98,7.31,3.29,3534.9
429.85,2.29,0.04,0.1,11.02,7.98,5.22,2624.98
549.14,1.98,0.19,0.08,12.83,7.57,3.96,3367.96
549.99,3.57,0.01,0.11,23.28,7.29,8.66,3993.33
697.8,4.92,0.15,0.04,22.18,7.04,5.88,4200.18
1847.79,2.32,0.01,0.09,25.18,7.9,9.22,1324.5
1695.15,7.14,0.18,0.06,18.62,7.8,7.28,2640.45
175.73,3.09,0.11,0.07,13.68,7.41,3.5,1302.12
815.46,6.04,0.04,0.11,25.63,7.11,9.15,4636.77
860.05,4.94,0.01,0.11,29.94,7.23,7.61,5099.62
1081.37,4.99,0.07,0.02,13.81,7.75,8.09,5063.99
868.56,4.65,0.07,0.12,18.53,7.49,8.08,4507.59
89.96,5.23,0.02,0.12,19.47,7.54,4.92,23.81
759.97,6.89,0.11,0.18,16.75,7.46,5.66,4698.86
618.01,1.45,0.16,0.08,12.91,7.8,2.64,3535.12
69.98,2.12,0.08,0.04,12.74,7.48,2.4,0.0
507.69,2.46,0.18,0.14,27.44,7.93,3.18,2931.34
1987.42,6.04,0.04,0.11,22.57,7.09,9.93,390.34
1974.5,5.55,0.17,0.1,17.72,7.51,9.59,124.84
672.36,3.01,0.07,0.03,28.63,7.19,5.69,4425.9
1051.08,7.08,0.08,0.08,10.95,7.38,7.36,4282.28
1372.85,4.6,0.13,0.19,16.99,7.33,5.51,3760.06
755.11,4.48,0.15,0.12,10.29,7.68,2.21,4658.99
373.46,3.84,0.12,0.03,17.1,7.28,7.23,2459.48
1478.53,3.82,0.05,0.02,18.73,7.43,4.12,3492.02
1450.35,2.96,0.16,0.09,12.93,7.54,5.04,3885.02
358.18,4.92,0.08,0.05,17.27,7.39,5.69,2886.42
543.34,3.11,0.15,0.1,24.88,7.55,3.94,3670.56
345.79,3.49,0.09,0.15,21.83,7.72,3.35,2217.22
536.6,5.83,0.14,0.05,28.99,7.66,7.21,3712.72
1431.9,6.54,0.1,0.09,21.4,7.53,4.41,3886.46
1393.25,6.32,0.13,0.13,19.21,7.51,5.08,4056.58
1888.63,3.47,0.03,0.16,17.76,7.21,9.36,926.57
404.99,5.07,0.09,0.16,18.5,7.25,2.9,2475.02
1517.39,5.02,0.05,0.07,14.99,7.29,5.6,3699.88
171.58,4.15,0.03,0.11,21.97,7.22,6.01,642.5
1614.07,4.91,0.13,0.13,23.6,7.65,8.89,3328.87
159.75,7.08,0.07,0.14,17.78,7.32,7.6,1309.64
755.08,2.4,0.17,0.13,17.63,7.69,8.57,4493.59
1131.8,3.95,0.19,0.11,15.37,7.31,7.84,4681.99
1359.26,6.13,0.17,0.07,16.88,7.7,6.58,4640.11
852.73,4.79,0.08,0.09,16.09,7.1,5.08,4144.24
1738.87,2.96,0.03,0.03,27.72,7.58,8.95,2677.78
1296.27,2.95,0.18,0.02,20.59,7.85,4.37,4256.17
1981.79,7.42,0.15,0.06,29.69,7.59,5.06,511.85
131.12,1.55,0.12,0.14,22.78,7.02,6.34,866.86
1692.51,2.47,0.05,0.15,20.65,7.33,9.78,2334.45
1592.04,1.05,0.13,0.14,10.05,7.63,9.64,2653.35
1700.04,4.49,0.05,0.05,21.76,7.65,6.34,2272.73
57.52,5.27,0.1,0.19,27.0,7.21,4.31,46.41
333.28,5.45,0.14,0.11,16.75,7.21,4.67,2308.26
244.54,5.16,0.15,0.04,28.84,7.75,8.98,1733.11
468.95,2.73,0.1,0.06,12.58,7.74,6.19,2906.16
1636.34,1.21,0.17,0.02,18.76,7.3,7.24,2552.64
366.71,7.68,0.16,0.02,20.97,7.34,6.72,2675.26
797.4,7.27,0.18,0.12,28.68,7.19,9.09,4545.49
799.81,4.01,0.17,0.16,10.65,7.51,2.14,4423.01
1629.31,4.62,0.17,0.1,26.15,7.08,5.05,2965.78
446.46,7.79,0.05,0.16,14.84,7.38,2.07,2976.37
806.97,4.13,0.17,0.2,29.69,7.28,8.54,4082.93
1116.31,1.63,0.05,0.02,20.19,7.63,6.67,5164.01
1010.42,1.53,0.12,0.1,25.82,7.33,9.39,5196.62
40.74,2.83,0.04,0.07,25.97,7.6,8.44,0.0
1221.36,1.82,0.18,0.05,17.63,7.86,9.78,5023.78
48.58,6.56,0.05,0.06,22.41,7.26,9.85,179.44
769.31,3.63,0.03,0.03,19.95,7.3,7.97,4866.28
1889.22,7.25,0.16,0.08,20.25,7.63,7.09,1020.57
1386.36,2.41,0.06,0.01,17.63,7.04,2.53,4404.23
941.89,2.44,0.09,0.01,12.44,7.85,5.78,4752.5
821.17,7.15,0.08,0.06,20.33,7.58,7.42,4998.73
193.57,2.92,0.06,0.17,19.3,7.4,5.48,922.75
1185.47,6.15,0.03,0.11,14.6,7.24,9.93,4309.33
1411.68,6.94,0.09,0.18,23.6,7.83,8.0,4079.42
1635.12,6.64,0.18,0.14,20.76,7.36,6.62,3305.9
1771.71,5.6,0.08,0.12,24.0,7.73,4.58,1512.85
886.42,2.96,0.12,0.05,14.34,7.83,9.43,4696.08
1272.89,6.3,0.03,0.01,25.06,7.15,8.88,4471.22
690.03,3.68,0.11,0.08,24.12,7.59,2.1,4656.72
1401.15,1.3,0.2,0.19,26.55,7.49,6.7,4350.97
1791.3,1.92,0.16,0.07,10.18,7.12,7.45,1386.6
1651.18,6.16,0.08,0.08,29.54,7.57,8.06,3251.7
1674.39,1.37,0.14,0.09,21.84,7.42,4.8,2603.11
1273.88,2.15,0.18,0.11,14.93,7.56,7.54,4164.46
88.48,2.55,0.1,0.13,28.15,7.4,5.62,659.39
1161.73,1.21,0.12,0.05,12.74,7.98,9.42,5038.29
1889.99,1.51,0.05,0.16,28.16,7.11,8.85,1195.67
500.94,1.37,0.14,0.05,27.25,7.6,5.71,3381.25
761.12,2.84,0.03,0.04,15.39,7.24,6.84,4230.94
1948.37,1.51,0.17,0.2,11.16,7.88,6.24,22.34
1421.26,3.05,0.2,0.04,11.03,7.1,6.61,3804.24
498.74,2.22,0.18,0.11,22.03,7.55,6.74,3498.29
1249.55,7.99,0.13,0.02,19.36,7.28,5.56,4340.58
701.55,5.23,0.16,0.11,14.01,7.01,3.8,4042.03
580.08,7.88,0.19,0.18,28.11,7.21,2.65,3891.45
691.63,1.37,0.13,0.05,27.34,7.37,8.25,4072.99
1851.53,5.75,0.16,0.04,20.18,7.28,9.48,1440.38
1746.54,2.77,0.14,0.09,10.75,7.37,5.34,1651.23
1211.14,4.63,0.19,0.1,10.01,7.58,5.31,4525.28
995.71,2.76,0.16,0.05,14.92,7.85,3.7,4586.1
1666.17,3.36,0.09,0.06,10.82,7.81,5.04,2656.84
1437.41,5.39,0.1,0.06,14.3,7.43,5.31,3996.78
72.4,3.87,0.18,0.03,28.97,7.04,5.73,0.0
1057.62,4.76,0.17,0.03,26.5,7.69,3.06,4636.74
278.77,7.08,0.15,0.19,26.51,7.82,3.44,2035.54
751.43,3.54,0.04,0.09,22.17,7.31,8.31,4244.27
1096.52,6.87,0.13,0.15,26.18,7.97,6.35,4416.98
144.11,7.71,0.18,0.15,14.22,7.3,2.89,1214.2
1447.47,2.43,0.08,0.02,17.14,7.39,9.48,4250.68
1315.0,3.77,0.12,0.07,25.29,7.85,3.38,4020.93
592.42,2.75,0.16,0.08,14.26,7.17,7.09,4271.5
1477.95,4.88,0.15,0.08,13.19,7.07,4.89,3984.49
1211.05,5.13,0.08,0.1,16.52,7.48,8.85,4793.86
1312.35,5.05,0.01,0.18,13.97,7.68,6.32,4521.58
677.75,5.03,0.08,0.19,25.1,7.44,8.21,3993.21
154.62,6.23,0.11,0.15,16.56,7.87,8.13,1134.87
1520.08,5.77,0.16,0.19,16.86,7.87,2.03,3715.62
1521.08,4.6,0.19,0.11,26.29,7.96,2.15,3910.6
821.76,2.92,0.11,0.02,29.42,7.46,7.23,4598.25
1836.02,5.2,0.14,0.01,28.47,7.48,5.92,1146.64
1709.19,4.93,0.15,0.12,18.8,7.51,6.92,2413.61
1837.19,6.45,0.16,0.05,25.33,7.51,4.63,1629.59
